000000,Procurement and Contracting Requirements,,,,,,
,,,,,,101423,Panel Signage
,,,,,,101423.13,Engraved Panel Signage
,,,,,,101426,Post and Panel/Pylon Signage
,,,,,,101433,Illuminated Panel Signage
,,,,,,101443,Photoluminescent Signage
,,,,,,101453,Traffic Signage
,,,,,,101453.13,Transportation Reference Markers
,,,,,,101463,Electronic Message Signage
,,,,,,101464,Audible Signage
,,,,,,101466,Floating Signage
,,,,,,101467,Tactile Signage
,,,,101700,Telephone Specialties,,
,,,,,,101713,Telephone Directory Units
,,,,,,101716,Telephone Enclosures
,,,,,,101716.13,Telephone Stalls
,,,,,,101716.16,Telephone Alcoves
,,,,,,101719,Telephone Shelving
,,,,101800,Informational Kiosks,,
,,102000,Interior Specialties,,,,
,,,,102100,Compartments and Cubicles,,
,,,,,,102113,Toilet Compartments
,,,,,,102113.13,Metal Toilet Compartments
,,,,,,102113.14,Stainless-Steel Toilet Compartments
,,,,,,102113.16,Plastic-Laminate-Clad Toilet Compartments
,,,,,,102113.17,Phenolic-Core Toilet Compartments
,,,,,,102113.19,Plastic Toilet Compartments
,,,,,,102113.23,Particleboard Toilet Compartments
,,,,,,102113.4,Stone Toilet Compartments
,,,,,,102116,Shower and Dressing Compartments
,,,,,,102116.13,Metal Shower and Dressing Compartments
,,,,,,102116.14,Stainless-Steel Shower and Dressing Compartments
,,,,,,102116.16,Plastic-Laminate-Clad Shower and Dressing Compartments
,,,,,,102116.17,Phenolic-Core Shower and Dressing Compartments
,,,,,,102116.19,Plastic Shower and Dressing Compartments
,,,,,,102116.23,Particleboard Shower and Dressing Compartments
,,,,,,102116.4,Stone Shower and Dressing Compartments
,,,,,,102123,Cubicle Curtains and Track
,,,,,,102123.13,Cubicle Curtains
,,,,,,102123.16,Cubicle Track and Hardware
,,,,,,102126,Room Darkening Curtains and Tracks
,,,,102200,Partitions,,
,,,,,,102213,Wire Mesh Partitions
,,,,,,102214,Expanded Metal Partitions
,,,,,,102216,Folding Gates
,,,,,,102219,Demountable Partitions
,,,,,,102219.13,Demountable Metal Partitions
,,,,,,102219.23,Demountable Wood Partitions
,,,,,,102219.33,Demountable Plastic Partitions
,,,,,,102219.43,Demountable Composite Partitions
,,,,,,102219.53,Demountable Gypsum Partitions
,,,,,,102223,"Portable Partitions, Screens, and Panels"
,,,,,,102223.13,Wall Screens
,,,,,,102223.23,Movable Panel Systems
,,,,,,102233,Accordion Folding Partitions
,,,,,,102236,Coiling Partitions
,,,,,,102239,Folding Panel Partitions
,,,,,,102239.13,Folding Glass-Panel Partitions
,,,,,,102243,Sliding Partitions
,,,,102500,Service Walls,,
,,,,,,102513,Patient Bed Service Walls
,,,,,,102516,Modular Service Walls
,,,,102600,Wall and Door Protection,,
,,,,,,102613,Corner Guards
,,,,,,102616,Bumper Guards
,,,,,,102616.13,Bumper Rails
,,,,,,102616.16,Protective Corridor Handrails
,,,,,,102623,Protective Wall Covering
,,,,,,102623.13,Impact Resistant Wall Protection
,,,,,,102623.16,Fiberglass Reinforced Protective Wall Covering
,,,,,,102633,Door and Frame Protection
,,,,,,102641,Bullet Resistant Panels
,,,,102800,"Toilet, Bath, and Laundry Accessories",,
,,,,,,102813,Toilet Accessories
,,,,,,102813.13,Commercial Toilet Accessories
,,,,,,102813.19,Healthcare Toilet Accessories
,,,,,,102813.53,Security Toilet Accessories
,,,,,,102813.63,Detention Toilet Accessories
,,,,,,102816,Bath Accessories
,,,,,,102816.13,Residential Bath Accessories
,,,,,,102819,Tub and Shower Enclosures
,,,,,,102819.16,Shower Doors
,,,,,,102819.19,Tub Doors
,,,,,,102823,Laundry Accessories
,,,,,,102823.13,Built-In Ironing Boards
,,,,,,102823.16,Clothes Drying Racks
,,,,,,102826,Hygiene and Custodial Accessories
,,103000,Fireplaces and Stoves,,,,
,,,,103100,Manufactured Fireplaces,,
,,,,,,103113,Manufactured Fireplace Chimneys
,,,,,,103116,Manufactured Fireplace Forms
,,,,103200,Fireplace Specialties,,
,,,,,,103213,Fireplace Dampers
,,,,,,103216,Fireplace Inserts
,,,,,,103219,Fireplace Screens
,,,,,,103223,Fireplace Doors
,,,,,,103226,Fireplace Water Heaters
,,,,103500,Stoves,,
,,,,,,103513,Heating Stoves
,,,,,,103523,Cooking Stoves
,,104000,Safety Specialties,,,,
,,,,104100,Emergency Access and Information Cabinets,,
,,,,,,104113,Fire Department Plan Cabinets
,,,,,,104116,Emergency Key Cabinets
,,,,104300,Emergency Aid Specialties,,
,,,,,,104313,Defibrillator Cabinets
,,,,,,104316,First Aid Cabinets
,,,,,,104321,Accessibility Evacuation Chairs
,,,,,,104331,Respiration Equipment
,,,,,,104333,Breathing Air Replenishment Systems
,,,,104400,Fire Protection Specialties,,
,,,,,,104413,Fire Protection Cabinets
,,,,,,104413.53,Security Fire Extinguisher Cabinets
,,,,,,104416,Fire Extinguishers
,,,,,,104416.13,Portable Fire Extinguishers
,,,,,,104416.16,Wheeled Fire Extinguisher Units
,,,,,,104419,Fire Blankets
,,,,,,104443,Fire Extinguisher Accessories
,,,,104500,Photoluminescent Exit Specialties,,
,,105000,Storage Specialties,,,,
,,,,105100,Lockers,,
,,,,,,105113,Metal Lockers
,,,,,,105113.13,Coin-Operated Metal Lockers
,,,,,,105116,Wood Lockers
,,,,,,105123,Plastic-Laminate-Clad Lockers
,,,,,,105126,Plastic Lockers
,,,,,,105126.13,Recycled Plastic Lockers
,,,,,,105129,Phenolic Lockers
,,,,,,105133,Glass Lockers
,,,,,,105143,Wire Mesh Storage Lockers
,,,,,,105153,Locker Room Benches
,,,,105500,Postal Specialties,,
,,,,,,105513,Central Mail Delivery Boxes
,,,,,,105513.13,Cluster Box Units
,,,,,,105516,Mail Collection Boxes
,,,,,,105519,Receiving Boxes
,,,,,,105523,Mail Boxes
,,,,,,105523.13,Apartment Mail Boxes
,,,,,,105523.16,Mail Box Directories
,,,,,,105523.19,Mail Box Key Keepers
,,,,,,105526,Parcel Lockers
,,,,,,105533,Data Distribution Boxes
,,,,,,105536,Package Depositories
,,,,,,105591,Mail Chutes
,,,,105600,Storage Assemblies,,
,,,,,,105613,Metal Storage Shelving
,,,,,,105613.13,End-Panel-Support Metal Storage Shelving
,,,,,,105613.16,Post-and-Shelf Metal Storage Shelving
,,,,,,105613.19,Post-and-Beam Metal Storage Shelving
,,,,,,105613.23,Cantilever Metal Storage Shelving
,,,,,,105616,Fabricated Wood Storage Shelving
,,,,,,105617,Wall-Mounted Standards and Shelving
,,,,,,105619,Plastic Storage Shelving
,,,,,,105619.13,Recycled Plastic Storage Shelving
,,,,,,105623,Wire Storage Shelving
,,,,,,105626,Mobile Storage Shelving
,,,,,,105626.13,Manual Mobile Storage Shelving
,,,,,,105626.23,Motorized Mobile Storage Shelving
,,,,,,105629,Storage Racks
,,,,,,105629.13,Flow Storage Racks
,,,,,,105629.16,Pallet Storage Racks
,,,,,,105629.19,Movable-Shelf Storage Racks
,,,,,,105629.23,Stacker Storage Racks
,,,,,,105629.26,Cantilever Storage Racks
,,,,,,105629.29,Drive-In Storage Racks
,,,,,,105629.33,Drive-Through Storage Racks
,,,,,,105629.43,Wine Storage Racks
,,,,,,105633,Mercantile Storage Assemblies
,,,,105700,Wardrobe and Closet Specialties,,
,,,,,,105713,Hat and Coat Racks
,,,,,,105716,Boot Racks
,,,,,,105723,Closet and Utility Shelving
,,,,,,105723.13,Wire Closet and Utility Shelving
,,,,,,105723.16,Plastic-Laminate-Clad Closet and Utility Shelving
,,,,,,105723.19,Wood Closet and Utility Shelving
,,,,,,105733,Closet and Utility Shelving Hardware
,,,,,,105736,Closet Doors
,,,,,,105736.13,Sliding Closet Doors
,,,,,,105736.16,Bifold Closet Doors
,,107000,Exterior Specialties,,,,
,,,,107100,Exterior Protection,,
,,,,,,107113,Exterior Sun Control Devices
,,,,,,107113.13,Exterior Shutters
,,,,,,107113.19,Rolling Exterior Shutters
,,,,,,107113.23,Coiling Exterior Shutters
,,,,,,107113.26,Decorative Exterior Shutters
,,,,,,107113.29,Side-Hinged Exterior Shutters
,,,,,,107113.43,Fixed Sun Screens
,,,,,,107113.53,Exterior Daylighting Devices
,,,,,,107116,Storm Panels
,,,,,,107116.13,Demountable Storm Panels
,,,,,,107116.16,Movable Storm Panels
,,,,,,107119,Flood Barriers
,,,,,,107119.16,Removable Flood Barriers
,,,,107300,Protective Covers,,
,,,,,,107313,Awnings
,,,,,,107313.13,Metal Awnings
,,,,,,107313.23,Fabric Awnings
,,,,,,107313.36,Point Supported Glass Awnings
,,,,,,107316,Canopies
,,,,,,107316.13,Metal Canopies
,,,,,,107316.23,Fabric Canopies
,,,,,,107316.33,Glazed Canopies
,,,,,,107316.36,Point Supported Glass Canopies
,,,,,,107323,Car Shelters
,,,,,,107326,Walkway Coverings
,,,,,,107326.13,Metal Walkway Coverings
,,,,,,107326.23,Fabric Walkway Coverings
,,,,,,107326.33,Glazed Walkway Coverings
,,,,,,107326.36,Point Supported Glass Walkway Coverings
,,,,,,107333,Marquees
,,,,,,107343,Transportation Stop Shelters
,,,,107400,Manufactured Exterior Specialties,,
,,,,,,107413,Exterior Clocks
,,,,,,107423,Cupolas
,,,,,,107426,Spires
,,,,,,107429,Steeples
,,,,,,107433,Weathervanes
,,,,,,107443,Below-Grade Egress Assemblies
,,,,,,107446,Window Wells
,,,,107500,Flagpoles,,
,,,,,,107513,Automatic Flagpoles
,,,,,,107516,Ground-Set Flagpoles
,,,,,,107519,Nautical Flagpoles
,,,,,,107523,Wall-Mounted Flagpoles
,,,,,,107526,Roof-Mounted Flagpoles
,,,,,,107529,Plaza-Mounted Flagpoles
,,108000,Other Specialties,,,,
,,,,108100,Pest Control Devices,,
,,,,,,108113,Bird Control Devices
,,,,,,108116,Insect Control Devices
,,,,,,108119,Rodent Control Devices
,,,,108200,Grilles and Screens,,
,,,,,,108213,Exterior Grilles and Screens
,,,,,,108219,Exterior Sound Screens
,,,,,,108223,Interior Grilles and Screens
,,,,108300,Flags and Banners,,
,,,,,,108313,Flags
,,,,,,108316,Banners
,,,,108400,Gas Lighting,,
,,,,,,108413,Exterior Gas Lighting
,,,,,,108416,Interior Gas Lighting
,,,,108600,Security Mirrors and Domes,,
,,,,108800,Scales,,
110000,Equipment,,,,,,
,,,,110100,Operation and Maintenance of Equipment,,
,,,,,,110110,Operation and Maintenance of Vehicle and Pedestrian Equipment
,,,,,,110120,Operation and Maintenance of Commercial Equipment
,,,,,,110130,Operation and Maintenance of Residential Equipment
,,,,,,110140,Operation and Maintenance of Foodservice Equipment
,,,,,,110150,Operation and Maintenance of Educational and Scientific Equipment
,,,,,,110156,Operation and Maintenance of Observatory Equipment
,,,,,,110160,Operation and Maintenance of Entertainment and Recreation Equipment
,,,,,,110170,Operation and Maintenance of Healthcare Equipment
,,,,,,110180,Operation and Maintenance of Facility Maintenance and Operation
,,,,,,,Equipment
,,,,,,110190,Operation and Maintenance of Other Equipment
,,,,110500,Common Work Results for Equipment,,
,,,,,,110505,Selective Demolition for Equipment
,,,,,,110513,Common Motor Requirements for Equipment
,,,,110600,Schedules for Equipment,,
,,,,,,110610,Schedules for Vehicle and Pedestrian Equipment
,,,,,,110620,Schedules for Commercial Equipment
,,,,,,110630,Schedules for Residential Equipment
,,,,,,110640,Schedules for Foodservice Equipment
,,,,,,110640.13,Foodservice Equipment Schedule
,,,,,,110650,Schedules for Educational and Scientific Equipment
,,,,,,110660,Schedules for Entertainment and Recreation Equipment
,,,,,,110670,Schedules for Healthcare Equipment
,,,,,,110670.13,Healthcare Equipment Schedule
,,,,,,110680,Schedules for Facility Maintenance and Operation Equipment
,,,,,,110690,Schedules for Other Equipment
,,,,,,110690.11,Schedules for Detention Equipment
,,,,110800,Commissioning of Equipment,,
,,111000,Vehicle and Pedestrian Equipment,,,,
,,,,111100,Vehicle Service Equipment,,
,,,,,,111113,Compressed-Air Vehicle Service Equipment
,,,,,,111119,Vehicle Lubrication Equipment
,,,,,,111123,Tire-Changing Equipment
,,,,,,111126,Vehicle-Washing Equipment
,,,,,,111136,Vehicle Charging Equipment
,,,,,,111136.13,Commercial Electric Vehicle Charging Unit
,,,,,,111136.16,Residential Electric Vehicle Charging Unit
,,,,111200,Parking Control Equipment,,
,,,,,,111213,Parking Key and Card Control Units
,,,,,,111216,Parking Ticket Dispensers
,,,,,,111223,Parking Meters
,,,,,,111226,Parking Fee Collection Equipment
,,,,,,111226.13,Parking Fee Coin Collection Equipment
,,,,,,111233,Parking Gates
,,,,,,111233.13,Lift Arm Parking Gates
,,,,,,111233.16,Sliding Parking Gates
,,,,,,111233.19,Swinging Parking Gates
,,,,111300,Loading Dock Equipment,,
,,,,,,111313,Loading Dock Bumpers
,,,,,,111316,Loading Dock Seals and Shelters
,,,,,,111316.13,Loading Dock Seals
,,,,,,111316.23,Loading Dock Shelters
,,,,,,111316.33,Loading Dock Rail Shelters
,,,,,,111319,Stationary Loading Dock Equipment
,,,,,,111319.13,Loading Dock Levelers
,,,,,,111319.23,Stationary Loading Dock Lifts
,,,,,,111319.26,Loading Dock Truck Lifts
,,,,,,111319.33,Loading Dock Truck Restraints
,,,,,,111323,Portable Dock Equipment
,,,,,,111323.13,Portable Dock Lifts
,,,,,,111323.16,Portable Dock Ramps
,,,,,,111323.19,Portable Dock Bridges
,,,,,,111323.23,Portable Dock Platforms
,,,,,,111326,Loading Dock Lights
,,,,111400,Pedestrian Control Equipment,,
,,,,,,111413,Pedestrian Gates
,,,,,,111413.16,Rotary Gates
,,,,,,111413.19,Turnstiles
,,,,,,111416,Pedestrian Control Devices
,,,,,,111419,Portable Posts and Railings
,,,,,,111426,Pedestrian Fare Collection Equipment
,,,,,,111426.13,Pedestrian Coin Fare Collection Equipment
,,,,,,111443,Pedestrian Detection Equipment
,,,,,,111443.13,Electronic Detection and Counting Systems
,,,,,,111453,Pedestrian Security Equipment
,,,,111500,Security Control Equipment,,
,,112000,Commercial Equipment,,,,
,,,,112100,Retail and Service Equipment,,
,,,,,,112113,Cash Registers and Checking Equipment
,,,,,,112123,Vending Equipment
,,,,,,112123.13,Merchandise Vending Machines
,,,,,,112123.16,Reverse Vending Machines
,,,,,,112123.19,Video Rental Vending Machines
,,,,,,112123.36,Token Vending Machines
,,,,,,112124,Money Changing Machines
,,,,,,112133,Checkroom Equipment
,,,,,,112143,Weighing and Wrapping Equipment
,,,,,,112153,Barber and Beauty Shop Equipment
,,,,,,112163,Refrigerated Display Equipment
,,,,,,112173,Commercial Laundry and Dry Cleaning Equipment
,,,,,,112173.13,Dry Cleaning Equipment
,,,,,,112173.16,Drying and Conditioning Equipment
,,,,,,112173.19,Finishing Equipment
,,,,,,112173.23,Commercial Ironing Equipment
,,,,,,112173.26,Commercial Washers and Extractors
,,,,,,112173.33,Coin-Operated Laundry Equipment
,,,,,,112173.43,Hanging Garment Conveyors
,,,,,,112183,Photo Processing Equipment
,,,,112200,Banking Equipment,,
,,,,,,112213,Vault Equipment
,,,,,,112213.13,Safe Deposit Boxes
,,,,,,112213.16,Safes
,,,,,,112213.23,Vault Ventilators
,,,,,,112213.26,Time Capsules
,,,,,,112216,Teller and Service Equipment
,,,,,,112216.13,Teller Equipment Systems
,,,,,,112216.16,Automatic Banking Systems
,,,,,,112216.19,Money Handling Equipment
,,,,,,112216.23,Money Depositories
,,,,,,112216.26,Money Cart Pass-Through
,,,,,,112216.29,Package Transfer Units
,,,,,,112216.33,Deal Trays
,,,,112500,Hospitality Equipment,,
,,,,,,112513,Registration Equipment
,,,,112800,Office Equipment,,
,,,,,,112813,Computers
,,,,,,112816,Printers
,,,,,,112823,Copiers
,,,,112900,"Postal, Packaging, and Shipping Equipment",,
,,,,,,112923,Packaging Equipment
,,,,,,112933,Shipping Equipment
,,,,,,112955,Postal Equipment
,,113000,Residential Equipment,,,,
,,,,,,113013,Residential Appliances
,,,,,,113013.13,Residential Kitchen Appliances
,,,,,,113013.23,Residential Laundry Appliances
,,,,,,113033,Retractable Stairs
,,,,,,113034,Residential Ceiling Fans
,,,,113200,Unit Kitchens,,
,,,,,,113213,Metal Unit Kitchens
,,,,,,113216,Wood Unit Kitchens
,,,,,,113219,Plastic-Laminate-Clad Unit Kitchens
,,114000,Foodservice Equipment,,,,
,,,,114100,Foodservice Storage Equipment,,
,,,,,,114113,Refrigerated Food Storage Cases
,,,,,,114123,Walk-In Coolers
,,,,,,114126,Walk-In Freezers
,,,,,,114133,Foodservice Shelving
,,,,114200,Food Preparation Equipment,,
,,,,,,114213,Food Preparation Appliances
,,,,,,114216,Food Preparation Surfaces
,,,,114300,Food Delivery Carts and Conveyors,,
,,,,,,114313,Food Delivery Carts
,,,,,,114316,Food Delivery Conveyors
,,,,114400,Food Cooking Equipment,,
,,,,,,114413,Commercial Ranges
,,,,,,114416,Commercial Ovens
,,,,114600,Food Dispensing Equipment,,
,,,,,,114613,Bar Equipment
,,,,,,114616,Service Line Equipment
,,,,,,114619,Soda Fountain Equipment
,,,,,,114623,Coffee and Espresso Equipment
,,,,,,114683,Ice Machines
,,,,114800,Foodservice Cleaning and Disposal Equipment,,
,,,,,,114813,Commercial Dishwashers
,,115000,Educational and Scientific Equipment,,,,
,,,,115100,Library Equipment,,
,,,,,,115113,Automated Book Storage and Retrieval Systems
,,,,,,115116,Book Depositories
,,,,,,115119,Book Theft Protection Equipment
,,,,,,115123,Library Stack Systems
,,,,,,115123.13,Metal Library Shelving
,,,,115200,Audio-Visual Equipment,,
,,,,,,115213,Projection Screens
,,,,,,115213.13,Fixed Projection Screens
,,,,,,115213.16,Portable Projection Screens
,,,,,,115213.19,Rear Projection Screens
,,,,,,115216,Projectors
,,,,,,115216.13,Movie Projectors
,,,,,,115216.16,Slide Projectors
,,,,,,115216.19,Overhead Projectors
,,,,,,115216.23,Opaque Projectors
,,,,,,115216.26,Video Projectors
,,,,,,115219,Players and Recorders
,,,,,,115223,Audio-Visual Equipment Supports
,,,,115300,Laboratory Equipment,,
,,,,,,115313,Laboratory Fume Hoods
,,,,,,115313.13,Recirculating Laboratory Fume Hoods
,,,,,,115316,Laboratory Incubators
,,,,,,115317,Laboratory Equipment Washers
,,,,,,115319,Laboratory Sterilizers
,,,,,,115323,Laboratory Refrigerators
,,,,,,115326,Laboratory Freezers
,,,,,,115329,Laboratory Controlled-Environment Cabinets
,,,,,,115333,Emergency Safety Appliances
,,,,,,115343,Service Fittings and Accessories
,,,,,,115353,Biological Safety Cabinets
,,,,115500,Planetarium Equipment,,
,,,,,,115513,Planetarium Projectors
,,,,,,115516,Planetarium Pendulums
,,,,115600,Observatory Equipment,,
,,,,,,115613,Telescopes
,,,,,,115616,Telescope Mounts
,,,,,,115619,Telescope Drive Mechanisms
,,,,,,115623,Telescope Domes
,,,,115700,Vocational Shop Equipment,,
,,,,115900,Exhibit Equipment,,
,,116000,Entertainment and Recreation Equipment,,,,
,,,,116100,"Broadcast, Theater, and Stage Equipment",,
,,,,,,116113,Acoustical Shells
,,,,,,116123,Folding and Portable Stages
,,,,,,116133,Rigging Systems and Controls
,,,,,,116133.11,Lighting Rigging Systems
,,,,,,116133.16,Scenery Rigging Systems
,,,,,,116133.19,Curtain Systems
,,,,,,116143,Stage Curtains
,,,,116200,Musical Equipment,,
,,,,,,116213,Bells
,,,,,,116216,Carillons
,,,,,,116219,Organs
,,,,116600,Athletic Equipment,,
,,,,,,116613,Exercise Equipment
,,,,,,116623,Gymnasium Equipment
,,,,,,116623.13,Basketball Equipment
,,,,,,116623.23,Volleyball Equipment
,,,,,,116623.33,Interior Tennis Equipment
,,,,,,116623.43,Interior Track and Field Equipment
,,,,,,116623.53,Wall Padding
,,,,,,116623.56,Mat Storage
,,,,,,116643,Interior Scoreboards
,,,,,,116653,Gymnasium Dividers
,,,,,,116653.13,Batting/Golf Cages
,,,,116700,Recreational Equipment,,
,,,,,,116713,Bowling Alley Equipment
,,,,,,116723,Shooting Range Equipment
,,,,,,116733,Climbing Walls
,,,,,,116743,Table Games Equipment
,,,,,,116743.13,Pool Tables
,,,,,,116743.23,Ping-Pong Tables
,,,,,,116753,Game Room Equipment
,,,,,,116753.13,Video Games
,,,,,,116753.23,Pinball Machines
,,,,116800,Play Field Equipment and Structures,,
,,,,,,116813,Playground Equipment
,,,,,,116816,Play Structures
,,,,,,116823,Exterior Court Athletic Equipment
,,,,,,116823.13,Exterior Basketball Equipment
,,,,,,116823.23,Exterior Volleyball Equipment
,,,,,,116823.33,Tennis Equipment
,,,,,,116833,Athletic Field Equipment
,,,,,,116833.13,Football Field Equipment
,,,,,,116833.23,Soccer and Field Hockey Equipment
,,,,,,116833.33,Baseball Field Equipment
,,,,,,116833.43,Track and Field Equipment
,,,,,,116843,Exterior Scoreboards
,,117000,Healthcare Equipment,,,,
,,,,117100,Medical Sterilizing Equipment,,
,,,,117200,Examination and Treatment Equipment,,
,,,,,,117213,Examination Equipment
,,,,,,117253,Treatment Equipment
,,,,117300,Patient Care Equipment,,
,,,,,,117313,Psychiatric Seclusion Room Padding
,,,,117400,Dental Equipment,,
,,,,117500,Optical Equipment,,
,,,,117600,Operating Room Equipment,,
,,,,117700,Radiology Equipment,,
,,,,117800,Mortuary Equipment,,
,,,,,,117813,Mortuary Refrigerators
,,,,,,117816,Crematorium Equipment
,,,,,,117819,Mortuary Lifts
,,,,117900,Therapy Equipment,,
,,118000,Facility Maintenance and Operation Equipment,,,,
,,,,118100,Facility Maintenance Equipment,,
,,,,,,118113,Floor and Wall Cleaning Equipment
,,,,,,118116,Housekeeping Carts
,,,,,,118119,Vacuum Cleaning Systems
,,,,,,118123,Façade Access Equipment
,,,,,,118123.13,Window Washing Systems
,,,,,,118129,Facility Fall Protection
,,,,118200,Facility Solid Waste Handling Equipment,,
,,,,,,118213,Solid Waste Bins
,,,,,,118219,Packaged Incinerators
,,,,,,118223,Recycling Equipment
,,,,,,118226,Facility Waste Compactors
,,,,,,118229,Composting Equipment
,,,,,,118233,Facility Waste Shredders
,,,,,,118236,Facility Waste Balers
,,119000,Other Equipment,,,,
,,,,119100,Religious Equipment,,
,,,,,,119113,Baptisteries
,,,,119200,Agricultural Equipment,,
,,,,,,119213,Milkers
,,,,,,119216,Stock Feeders
,,,,,,119219,Stock Waterers
,,,,,,119223,Agricultural Waste Clean-Up Equipment
,,,,119300,Horticultural Equipment,,
,,,,,,119313,Hydroponic Growing Systems
,,,,,,119316,Seeders
,,,,,,119319,Transplanters
,,,,,,119323,Potting Machines
,,,,,,119326,Flat Fillers
,,,,,,119329,Baggers
,,,,,,119333,Soil Mixers
,,,,119400,Veterinary Equipment,,
,,,,119500,Arts and Crafts Equipment,,
,,,,,,119513,Kilns
,,,,119700,Security Equipment,,
,,,,,,119713,Deal Drawers
,,,,,,119716,Gun Ports
,,,,,,119723,Valuable Material Storage
,,,,119800,Detention Equipment,,
,,,,,,119811,Detention Equipment General Requirements
,,,,,,119812,Detention Doors and Frames
,,,,,,119813,Detention Pass-Through Doors
,,,,,,119814,Detention Door Hardware
,,,,,,119816,Detention Equipment Fasteners
,,,,,,119819,Detention Room Padding
,,,,,,119821,Detention Windows
,,,,,,119823,Detention Window Screens
120000,Furnishings,,,,,,
,,,,120100,Operation and Maintenance of Furnishings,,
,,,,,,120110,Operation and Maintenance of Art
,,,,,,120120,Operation and Maintenance of Window Treatments
,,,,,,120130,Operation and Maintenance of Casework
,,,,,,120140,Operation and Maintenance of Furnishings and Accessories
,,,,,,120150,Operation and Maintenance of Furniture
,,,,,,120160,Operation and Maintenance of Multiple Seating
,,,,,,120190,Operation and Maintenance of Other Furnishings
,,,,120500,Common Work Results for Furnishings,,
,,,,,,120505,Selective Demolition for Furnishings
,,,,,,120513,Fabrics
,,,,120600,Schedules for Furnishings,,
,,,,,,120610,Schedules for Art
,,,,,,120620,Schedules for Window Treatments
,,,,,,120620.13,Window Treatment Schedule
,,,,,,120630,Schedules for Casework
,,,,,,120630.13,Manufactured Casework Schedule
,,,,,,120640,Schedules for Furnishings and Accessories
,,,,,,120640.13,Furnishings Schedule
,,,,,,120650,Schedules for Furniture
,,,,,,120660,Schedules for Multiple Seating
,,,,,,120690,Schedules for Other Furnishings
,,,,120800,Commissioning of Furnishings,,
,,121000,Art,,,,
,,,,121100,Murals,,
,,,,,,121113,Photo Murals
,,,,,,121116,Sculptured Brick Panels
,,,,,,121123,Brick Murals
,,,,,,121126,Ceramic Tile Murals
,,,,,,121133,Trompe l'oeil
,,,,121200,Wall Decorations,,
,,,,,,121213,Commissioned Paintings
,,,,,,121216,Framed Paintings
,,,,,,121219,Framed Prints
,,,,,,121223,Tapestries
,,,,,,121226,Wall Hangings
,,,,121400,Sculptures,,
,,,,,,121413,Carved Sculpture
,,,,,,121416,Cast Sculpture
,,,,,,121419,Constructed Sculpture
,,,,,,121423,Relief Art
,,,,121700,Art Glass,,
,,,,,,121713,Etched Glass
,,,,,,121716,Stained Glass
,,,,121900,Religious Art,,
,,122000,Window Treatments,,,,
,,,,122100,Window Blinds,,
,,,,,,122113,Wood Blinds
,,,,,,122113.13,Metal Horizontal Louver Blinds
,,,,,,122113.23,Wood Horizontal Louver Blinds
,,,,,,122113.33,Plastic Horizontal Louver Blinds
,,,,,,122116,Vertical Louver Blinds
,,,,,,122116.13,Metal Vertical Louver Blinds
,,,,,,122116.23,Wood Vertical Louver Blinds
,,,,,,122116.33,Plastic Vertical Louver Blinds
,,,,,,122123,Roll-Down Blinds
,,,,,,122126,Black-Out Blinds
,,,,122200,Curtains and Drapes,,
,,,,,,122213,Draperies
,,,,,,122216,Drapery Track and Accessories
,,,,122300,Interior Shutters,,
,,,,,,122313,Wood Interior Shutters
,,,,122400,Window Shades,,
,,,,,,122413,Roller Window Shades
,,,,,,122416,Pleated Window Shades
,,,,,,122416.13,Z-Pleated Window Shades
,,,,,,122416.16,Cellular Shades
,,,,,,122416.19,Roman Shades
,,,,122500,Window Treatment Operating Hardware,,
,,,,,,122509,Window Treatment Control System
,,,,,,122513,Motorized Drapery Rods
,,,,122600,Interior Daylighting Devices,,
,,123000,Casework,,,,
,,,,123100,Manufactured Metal Casework,,
,,,,,,123116,Manufactured Metal Sandwich Panel Casework
,,,,123200,Manufactured Wood Casework,,
,,,,,,123213,Manufactured Wood-Veneer-Faced Casework
,,,,,,123216,Manufactured Plastic-Laminate-Clad Casework
,,,,123400,Manufactured Plastic Casework,,
,,,,,,123416,Manufactured Solid-Plastic Casework
,,,,,,123419,Manufactured Solid Surface Casework
,,,,123500,Specialty Casework,,
,,,,,,123517,Bank Casework
,,,,,,123525,Hospitality Casework
,,,,,,123530,Residential Casework
,,,,,,123530.13,Kitchen Casework
,,,,,,123530.23,Bathroom Casework
,,,,,,123530.43,Dormitory Casework
,,,,,,123533,Utility Room Casework
,,,,,,123536,Mailroom Casework
,,,,,,123539,Commercial Kitchen Casework
,,,,,,123550,Educational/Library Casework
,,,,,,123550.13,Educational Casework
,,,,,,123550.53,Library Casework
,,,,,,123550.56,Built-In Study Carrels
,,,,,,123553,Laboratory Casework
,,,,,,123553.13,Metal Laboratory Casework
,,,,,,123553.16,Plastic-Laminate-Clad Laboratory Casework
,,,,,,123553.19,Wood Laboratory Casework
,,,,,,123553.23,Solid-Plastic Laboratory Casework
,,,,,,123559,Display Casework
,,,,,,123570,Healthcare Casework
,,,,,,123570.13,Hospital Casework
,,,,,,123570.16,Nurse Station Casework
,,,,,,123570.19,Exam Room Casework
,,,,,,123570.74,Dental Casework
,,,,,,123583,Performing Arts Casework
,,,,,,123591,Religious Casework
,,,,123600,Countertops,,
,,,,,,123613,Concrete Countertops
,,,,,,123616,Metal Countertops
,,,,,,123619,Wood Countertops
,,,,,,123623,Plastic Countertops
,,,,,,123623.13,Plastic-Laminate-Clad Countertops
,,,,,,123626,Glass Countertops
,,,,,,123640,Stone Countertops
